id,price,sales
0,1.6243453636632417,1
1,-0.6117564136500754,0
2,-0.5281717522634557,1
3,-1.0729686221561705,0
4,0.8654076293246785,1
5,-2.3015386968802827,0
6,1.74481176421648,2
7,-0.7612069008951028,0
8,0.31903909605709857,2
9,-0.2493703754774101,0
10,1.462107937044974,2
11,-2.060140709497654,0
12,-0.3224172040135075,1
13,-0.38405435466841564,1
14,1.1337694423354374,0
15,-1.0998912673140309,0
16,-0.17242820755043575,0
17,-0.8778584179213718,2
18,0.04221374671559283,0
19,0.5828152137158222,1
20,-1.1006191772129212,0
21,1.1447237098396141,0
22,0.9015907205927955,0
23,0.5024943389018682,3
24,0.9008559492644118,2
25,-0.6837278591743331,1
26,-0.12289022551864817,1
27,-0.9357694342590688,1
28,-0.2678880796260159,2
29,0.530355466738186,1
30,-0.691660751725309,1
31,-0.39675352685597737,1
32,-0.6871727001195994,0
33,-0.8452056414987196,1
34,-0.671246130836819,0
35,-0.01266459891890136,3
36,-1.1173103486352778,2
37,0.23441569781709215,1
38,1.6598021771098705,0
39,0.7420441605773356,0
40,-0.19183555236161492,1
41,-0.8876289640848363,1
42,-0.7471582937508376,0
43,1.6924546010277466,1
44,0.05080775477602897,1
45,-0.6369956465693534,0
46,0.19091548466746602,1
47,2.100255136478842,1
48,0.12015895248162915,2
49,0.6172031097074192,0
50,0.3001703199558275,2
51,-0.35224984649351865,2
52,-1.1425181980221402,0
53,-0.3493427224128775,2
54,-0.2088942333747781,0
55,0.5866231911821976,2
56,0.8389834138745049,2
57,0.9311020813035573,1
58,0.2855873252542588,0
59,0.8851411642707281,3
60,-0.7543979409966528,3
61,1.2528681552332879,0
62,0.5129298204180088,0
63,-0.29809283510271567,0
64,0.48851814653749703,1
65,-0.07557171302105573,2
66,1.131629387451427,0
67,1.5198168164221988,0
68,2.1855754065331614,0
69,-1.3964963354881377,2
70,-1.4441138054295894,1
71,-0.5044658629464512,0
72,0.16003706944783047,2
73,0.8761689211162249,1
74,0.31563494724160523,0
75,-2.022201215824003,5
76,-0.3062040126283718,1
77,0.8279746426072462,1
78,0.2300947353643834,2
79,0.7620111803120247,0
80,-0.22232814261035927,0
81,-0.20075806892999745,1
82,0.1865613909882843,2
83,0.4100516472082563,3
84,0.19829972012676975,0
85,0.11900864580745882,0
86,-0.6706622862890306,0
87,0.3775637863209194,0
88,0.12182127099143693,0
89,1.1294839079119197,0
90,1.198917879901507,2
91,0.18515641748394385,1
92,-0.3752849500901142,0
93,-0.6387304074542224,4
94,0.4234943540641129,1
95,0.07734006834855942,0
96,-0.3438536755710756,1
97,0.04359685683424694,3
98,-0.6200008439481293,2
99,0.6980320340722189,0
100,-0.4471285647859982,0
101,1.2245077048054989,1
102,0.4034916417908,0
103,0.593578523237067,0
104,-1.0949118457410418,2
105,0.1693824330586681,0
106,0.7405564510962748,1
107,-0.9537006018079346,3
108,-0.26621850600362207,0
109,0.03261454669335856,0
110,-1.3731173202467557,0
111,0.31515939204229176,0
112,0.8461606475850334,1
113,-0.8595159408319863,0
114,0.35054597866410736,1
115,-1.3122834112374318,0
116,-0.038695509266051115,1
117,-1.6157723547032947,1
118,1.121417708235664,1
119,0.4089005379368278,0
120,-0.024616955875778355,0
121,-0.7751616191691596,3
122,1.2737559301587766,2
123,1.9671017492547347,0
124,-1.857981864446752,1
125,1.2361640304528203,1
126,1.6276507531489064,3
127,0.3380116965744758,2
128,-1.199268032335186,2
129,0.8633453175440216,0
130,-0.18092030207815046,1
131,-0.6039206277932573,1
132,-1.2300581356669618,1
133,0.5505374959762154,2
134,0.7928068659193477,1
135,-0.6235307296797916,0
136,0.5205763370733708,0
137,-1.1443413896231427,2
138,0.8018610318713447,2
139,0.04656729842414554,1
140,-0.18656977190734877,0
141,-0.10174587252914521,0
142,0.8688861570058679,0
143,0.7504116398650081,0
144,0.5294653243527092,2
145,0.13770120999738608,1
146,0.07782112791270591,0
147,0.6183802619985245,0
148,0.23249455917873788,0
149,0.6825514068644851,0
150,-0.31011677351806,1
151,-2.434837764107139,1
152,1.038824601859414,0
153,2.1869796469742577,3
154,0.44136444356858207,0
155,-0.10015523328349978,4
156,-0.13644474389603303,2
157,-0.11905418777480989,1
158,0.0174094083000046,1
159,-1.1220187287468883,2
160,-0.5170944579202279,0
161,-0.997026827650263,0
162,0.2487991613877705,2
163,-0.29664115237086275,2
164,0.4952113239779604,0
165,-0.17470315974250095,1
166,0.9863351878212421,2
167,0.2135339013354418,0
168,2.1906997289697334,0
169,-1.8963609228910925,1
170,-0.646916688254908,0
171,0.901486891648711,1
172,2.528325706806398,0
173,-0.24863477771546005,4
174,0.043668993178389105,1
175,-0.22631424251360518,0
176,1.3314571125875918,1
177,-0.2873078634760189,1
178,0.6800698398781045,2
179,-0.3198015988986712,1
180,-1.2725587552459943,1
181,0.31354772046343216,1
182,0.5031848134353261,1
183,1.2932258825322618,0
184,-0.11044702641731631,2
185,-0.6173620637123609,0
186,0.5627610966190263,1
187,0.24073709223773224,0
188,0.28066507712263905,0
189,-0.07311270374727777,2
190,1.1603385699937696,2
191,0.36949271637572373,2
192,1.9046587083409812,1
193,1.1110566985605046,2
194,0.6590497961002102,0
195,-1.6274383406162574,2
196,0.602319280295629,0
197,0.42028220364705954,3
198,0.8109516728035557,0
199,1.0444420947072588,0
200,-0.40087819178892664,3
201,0.8240056184504077,1
202,-0.5623054310190898,1
203,1.9548780750090344,1
204,-1.3319516665172482,2
205,-1.7606885603987834,1
206,-1.6507212658241002,1
207,-0.8905555841630485,1
208,-1.119115398559728,0
209,1.956078903703642,3
210,-0.32649949807818424,3
211,-1.342675789377436,1
212,1.114382976779792,2
213,-0.5865239388215925,1
214,-1.2368533765413974,2
215,0.8758389276492995,0
216,0.6233621765780327,0
217,-0.4349566829552277,0
218,1.4075400002412286,0
219,0.12910157971072544,1
220,1.6169495988573002,0
221,0.5027408819999043,4
222,1.5588055406198593,1
223,0.10940269642542817,3
224,-1.2197443969790327,1
225,2.4493686490613973,3
226,-0.5457741679825677,2
227,-0.19883786288889674,0
228,-0.7003985049212547,0
229,-0.20339444896455844,0
230,0.24266944108179458,0
231,0.20183017887400403,2
232,0.6610202875986929,2
233,1.792158208975567,1
234,-0.12046457178850745,1
235,-1.2331207354464266,2
236,-1.1823181265096336,0
237,-0.6657545181991266,1
238,-1.674195807618932,1
239,0.8250298244389859,0
240,-0.4982135636310781,4
241,-0.3109849783028509,2
242,-0.0018914828380037015,0
243,-1.396620424595432,2
244,-0.861316360776042,2
245,0.6747115256879723,4
246,0.6185391307862932,1
247,-0.44317193070063776,1
248,1.8105349141254563,1
249,-1.3057269225577375,0
250,-0.34498721015497946,0
251,-0.23083974313546946,0
252,-2.79308500014654,2
253,1.9375288136160798,1
254,0.36633201454005826,0
255,-1.0445893819077916,0
256,2.0511734428574444,0
257,0.5856620001723825,0
258,0.4295261400219645,2
259,-0.6069983982000461,1
260,0.1062227240352178,3
261,-1.5256803162293577,1
262,0.7950260944248447,3
263,-0.37443831884322065,4
264,0.13404819655462313,4
265,1.2020548621997058,1
266,0.28474811084905793,3
267,0.2624674454632686,1
268,0.27649930482218366,0
269,-0.7332716038953129,3
270,0.8360047194342688,1
271,1.5433591108044837,0
272,0.7588056600979309,2
273,0.8849088144648833,0
274,-0.8772815189181883,1
275,-0.8677872228729256,1
276,-1.44087602429184,1
277,1.232253070828436,0
278,-0.2541798676073683,2
279,1.3998439424809859,1
280,-0.7819116826868007,1
281,-0.437508982828581,0
282,0.0954250871912577,2
283,0.9214500686595114,1
284,0.060750195799506745,1
285,0.21112475500771674,1
286,0.01652756730561561,2
287,0.17718772027596041,3
288,-1.1164700178847444,1
289,0.0809271009732786,2
290,-0.18657899351146628,2
291,-0.0568244808858473,2
292,0.4923365559366488,0
293,-0.6806781410088858,0
294,-0.0845080274046298,1
295,-0.2973618827735036,1
296,0.41730200497486253,0
297,0.7847706510155895,1
298,-0.9554252623736892,1
299,0.5859104311026156,0
300,2.0657833202188343,1
301,-1.471156925832625,2
302,-0.8301718953151139,1
303,-0.8805775998441709,1
304,-0.27909772154329027,0
305,1.622849085954001,3
306,0.013352676347176594,2
307,-0.6946935952872263,1
308,0.6218035043055724,2
309,-0.5998045310708474,2
310,1.1234121620219353,0
311,0.30526704024401075,0
312,1.3887793963702684,1
313,-0.6613442431530187,2
314,3.0308571123720305,0
315,0.8245846250334574,2
316,0.6545801525867004,1
317,-0.05118844760766421,1
318,-0.7255971191344275,0
319,-0.8677686776235903,0
320,-0.13597732610058932,0
321,-0.7972697854931297,0
322,0.28267571224842025,2
323,-0.8260974318473202,0
324,0.6210827008390084,1
325,0.9561217041246964,1
326,-0.7058405074022839,3
327,1.1926860677546935,1
328,-0.23794193575218264,1
329,1.1552878860882252,3
330,0.4381663472912375,0
331,1.1223283216570923,1
332,-0.9970197955296825,2
333,-0.10679398677922511,3
334,1.4514292605909354,1
335,-0.6180368476815788,1
336,-2.037201225680795,0
337,-1.9425891814764555,3
338,-2.506440652676061,3
339,-2.114163921916826,0
340,-0.41163916318848254,1
341,1.2785280828417218,1
342,-0.4422292795131728,4
343,0.3235273536014321,2
344,-0.10999149016360682,0
345,0.008548945436024693,1
346,-0.16819883974471597,0
347,-0.1741803443079907,0
348,0.46116409997701746,1
349,-1.1759826714413153,0
350,1.0101271773347245,0
351,0.9200179332477632,0
352,-0.19505734087590118,2
353,0.8053934242321815,3
354,-0.7013444262571769,0
355,-0.5372230238753384,1
356,0.15626385027008327,0
357,-0.1902210250848615,0
358,-0.44873803267162277,2
359,-0.6724480387865963,2
360,-0.5574947217860433,0
361,0.9391687441964878,1
362,-1.9433234056683528,3
363,0.352494364369333,0
364,-0.2364369518129867,0
365,0.7278134999996488,2
366,0.5150736136393657,1
367,-2.7825344676529227,2
368,0.5846466104774262,0
369,0.32427424344842104,0
370,0.02186283662655242,0
371,-0.46867381627789134,0
372,0.8532812219556223,2
373,-0.4130293097110322,4
374,1.8347176266496867,1
375,0.5643828554943137,1
376,2.1378280674394823,0
377,-0.7855339969202355,0
378,-1.7559256402328518,3
379,0.7147895974858154,0
380,0.8527040617252863,1
381,0.03536009705475734,0
382,-1.5387932457446432,2
383,-0.4478951847161186,2
384,0.6179855339203347,0
385,-0.18417632565374534,0
386,-0.11598518547239624,0
387,-0.1754589686617526,2
388,-0.9339146556265013,1
389,-0.5330203260835993,0
390,-1.426555420520532,1
391,1.7679599483110264,2
392,-0.4753728751379821,0
393,0.47761018181755727,0
394,-1.0218859446413093,0
395,0.7945282396010823,1
396,-1.8731609776353015,0
397,0.9206151180549562,0
398,-0.03536792487871091,1
399,2.1106050536007097,1
400,-1.3065340728440185,1
401,0.076380480159592,1
402,0.3672318138838647,0
403,1.2328991923762371,1
404,-0.4228569613907754,1
405,0.08646440652428741,0
406,-2.1424667290773685,1
407,-0.830168864022708,0
408,0.45161595055524156,1
409,1.1041743263032135,1
410,-0.28173626906561283,2
411,2.0563555231982935,0
412,1.7602492264490932,0
413,-0.06065249177480989,2
414,-2.4135030011737877,0
415,-1.7775663758059874,2
416,-0.7778588266274128,0
417,1.1158411079241686,1
418,0.3102722877837673,3
419,-2.094247816222812,2
420,-0.22876582887016242,0
421,1.6133613745631155,1
422,-0.3748046873026527,1
423,-0.7499696172756662,1
424,2.054624102518116,1
425,0.05340953679834792,2
426,-0.4791570987860799,0
427,0.3501671588282789,2
428,0.017164726374088564,2
429,-0.42914227823509377,2
430,1.208456328551963,1
431,1.1157018027844863,1
432,0.8408615581411037,1
433,-0.1028872175735376,1
434,1.146900376399483,1
435,-0.04970257915867584,1
436,0.46664326722884075,1
437,1.033686867939501,1
438,0.8088443602656821,0
439,1.7897546832062712,0
440,0.4512840160401709,0
441,-1.6840599858682372,1
442,-1.1601701049822761,1
443,1.350106818681726,1
444,-0.3312831699326283,0
445,0.3865391451330911,1
446,-0.8514556565308268,1
447,1.000881423680301,0
448,-0.38483224883279044,1
449,1.4581082386095199,0
450,-0.5322340208981775,0
451,1.1181333967176956,1
452,0.6743961048208689,1
453,-0.7223919054141509,1
454,1.0989963327471792,1
455,-0.901634490475998,1
456,-0.8224671889042517,0
457,0.7217112921126926,1
458,-0.625342001465988,1
459,-0.5938430672545096,1
460,-0.3439007092103924,2
461,-1.0001691898725158,2
462,1.0449944096738975,1
463,0.6085146984848496,1
464,-0.06932869669048287,1
465,-0.10839206717353982,1
466,0.45015551276717897,1
467,1.7653351005190716,2
468,0.8709698025322423,1
469,-0.5084571342754007,1
470,0.7774192052488628,1
471,-0.11877117210308928,2
472,-0.19899818380372442,1
473,1.8664713751521251,2
474,-0.41893789767812306,1
475,-0.47918491512740585,1
476,-1.9521052872452325,1
477,-1.4023291454531368,2
478,0.4511229387345986,0
479,-0.6949209011852391,0
480,0.515413801783241,0
481,-1.1148710523659369,0
482,-0.7673098263317347,2
483,0.6745707069560037,1
484,1.460892380463078,0
485,0.5924728014240198,0
486,1.197830841721251,2
487,1.7045941713724069,0
488,1.0400891531540952,1
489,-0.918440038300026,0
490,-0.10534471250754213,0
491,0.630195670684911,0
492,-0.4148469012882354,1
493,0.45194603732122307,2
494,-1.5791562853944654,1
495,-0.8286279788564058,1
496,0.528879745585174,1
497,-2.2370865111124707,0
498,-1.1077125022845524,0
499,-0.01771831791014226,3
500,-1.719394474619523,1
501,0.057120996082092076,1
502,-0.7995474906917599,2
503,-0.2915945955008327,0
504,-0.25898285340053234,0
505,0.1892931975586576,3
506,-0.5637887345823027,2
507,0.08968640732259017,4
508,-0.6011568006493835,4
509,0.5560735100773853,0
510,1.693809113288081,2
511,0.19686977925029145,1
512,0.1698692553475717,1
513,-1.1640079711612021,2
514,0.6933662256603845,1
515,-0.7580673285562323,2
516,-0.8088471964721285,1
517,0.5574394528580334,2
518,0.18103874435787085,1
519,1.1071754509490623,1
520,1.4428769284963092,0
521,-0.5396815622024924,0
522,0.12837699015594436,1
523,1.7604151835753223,0
524,0.9665392502290573,2
525,0.7130490503032691,0
526,1.3062060651354486,1
527,-0.604602969164376,1
528,0.6365834094146309,1
529,1.4092533893640082,1
530,1.6209122856217475,2
531,-0.8061848173822241,0
532,-0.2516742076314244,2
533,0.3827151737243639,1
534,-0.2889973430098159,4
535,-0.3918162398080484,3
536,0.684001328181953,2
537,-0.35340998286701436,1
538,-1.7879128911997157,1
539,0.36184731583956825,0
540,-0.4244927905709274,0
541,-0.7315309817303334,1
542,-1.5657381506559054,2
543,1.0138224669717055,2
544,-2.2271126318500145,1
545,-1.6993336047222958,1
546,-0.27584606256114336,0
547,1.2289555856506973,0
548,1.3097059056826534,0
549,-1.1549826349293644,1
550,-0.17763219598355098,1
551,-1.5104563750875688,0
552,1.0112070637749084,1
553,-1.4765626605201803,0
554,-0.14319574500723764,0
555,1.0329837789497511,2
556,-0.22241402852990858,0
557,1.4701603438257402,1
558,-0.870008223190852,1
559,0.36919046954687373,2
560,0.8532821858237332,2
561,-0.13971173044107246,1
562,1.3863142642463189,0
563,0.5481295846881931,0
564,-1.6374495930083417,2
565,3.9586027040379634,0
566,0.6486436440906672,2
567,0.10734329382358966,2
568,-1.3988128186664763,0
569,0.08176781880561644,2
570,-0.45994283084068716,1
571,0.6443536660303223,0
572,0.37167029121186534,1
573,1.853009485069379,0
574,0.14225137252631778,1
575,0.5135054799885475,0
576,0.3724568515114425,0
